restId,name_candidate,candidate_status,vote_count,selection_source
91776,普通超市,商家名称候选,3,票数不少于3
91776,华润超市,商家名称候选,2,大语言模型：具体店名
91779,美廉美,商家名称候选,2,大语言模型：具体店名
91779,美廉美超市,商家名称候选,2,大语言模型：具体店名
91786,家乐福,商家名称候选,3,票数不少于3
91787,家乐福,商家名称候选,2,大语言模型：具体店名
91788,动批,商家名称候选,2,大语言模型：具体店名
91788,动物园,商家名称候选,2,大语言模型：具体店名
91797,大中,商家名称候选,4,票数不少于3
91797,国美,商家名称候选,2,大语言模型：具体店名
91799,大中,商家名称候选,2,大语言模型：具体店名
91800,国美,商家名称候选,6,票数不少于3
91804,东鼎,商家名称候选,2,大语言模型：具体店名
91814,一杯咖啡,商家名称候选,2,大语言模型：具体店名
91816,百荣,商家名称候选,4,票数不少于3
91816,商场,商家名称候选,3,票数不少于3
91819,天意,商家名称候选,2,大语言模型：具体店名
91823,菜百,商家名称候选,16,票数不少于3
91826,华堂,商家名称候选,2,大语言模型：具体店名
91826,华堂超市,商家名称候选,2,大语言模型：具体店名
91828,美廉美超市,商家名称候选,2,大语言模型：具体店名
91874,21世纪饭店,商家名称候选,3,票数不少于3
91896,家乐福,商家名称候选,3,票数不少于3
91994,乐购,商家名称候选,2,大语言模型：具体店名
91995,老凤祥,商家名称候选,4,票数不少于3
91996,老凤祥,商家名称候选,4,票数不少于3
92002,免税店,商家名称候选,3,票数不少于3
92007,乐购,商家名称候选,3,票数不少于3
92008,家得利超市,商家名称候选,9,票数不少于3
92008,家得利,商家名称候选,5,票数不少于3
92012,麦德龙,商家名称候选,4,票数不少于3
92016,易买得,商家名称候选,3,票数不少于3
92017,易买得,商家名称候选,3,票数不少于3
92018,卜蜂莲花,商家名称候选,2,大语言模型：具体店名
92019,宜家,商家名称候选,4,票数不少于3
92020,金海马,商家名称候选,2,大语言模型：具体店名
92022,久光,商家名称候选,2,大语言模型：具体店名
92027,苏宁,平台/线上商家候选,9,票数不少于3
92027,苏宁电器,商家名称候选,3,票数不少于3
92032,新旺茶餐厅,商家名称候选,2,大语言模型：具体店名
92034,好又多,商家名称候选,2,大语言模型：具体店名
92036,真丝大王,商家名称候选,2,大语言模型：具体店名
92039,都会,商家名称候选,3,票数不少于3
92039,食品一店,商家名称候选,2,大语言模型：具体店名
92040,大润发,商家名称候选,4,票数不少于3
92041,城市超市,商家名称候选,6,票数不少于3
92045,香港,商家名称候选,5,票数不少于3
92072,好饰家,商家名称候选,2,大语言模型：具体店名
92150,家乐福,商家名称候选,3,票数不少于3
92276,上海,商家名称候选,3,票数不少于3
92330,超市发,商家名称候选,3,票数不少于3
92364,六百,商家名称候选,4,票数不少于3
92471,巴厘岛餐厅,商家名称候选,3,票数不少于3
92488,四海一家,商家名称候选,2,大语言模型：具体店名
92488,果度,商家名称候选,2,大语言模型：具体店名
92565,大润发,商家名称候选,2,大语言模型：具体店名
92652,莫劳洪玺西餐厅,商家名称候选,2,大语言模型：具体店名
92669,百佳超市,商家名称候选,2,大语言模型：具体店名
92706,武商量贩,商家名称候选,3,票数不少于3
92721,佳顺,商家名称候选,3,票数不少于3
92802,华联吉,商家名称候选,2,大语言模型：具体店名
92830,宜家,商家名称候选,8,票数不少于3
92830,宜家餐厅,商家名称候选,4,票数不少于3
92932,开心人,商家名称候选,2,大语言模型：具体店名
93185,久光,商家名称候选,2,大语言模型：具体店名
93216,娜雅咖啡,商家名称候选,2,大语言模型：具体店名
93328,新蛋,商家名称候选,10,票数不少于3
93328,新蛋上,商家名称候选,3,票数不少于3
93803,延安饭店,商家名称候选,9,票数不少于3
93862,巴克公社,商家名称候选,2,大语言模型：具体店名
94150,岛上,商家名称候选,4,票数不少于3
94289,时代超市,商家名称候选,3,票数不少于3
94289,百盛下面的超市,商家名称候选,3,票数不少于3
94289,百盛超市,商家名称候选,3,票数不少于3
94289,城市超市,商家名称候选,2,大语言模型：具体店名
94289,百盛,商家名称候选,2,大语言模型：具体店名
94350,白马,商家名称候选,3,票数不少于3
94351,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
94362,沃尔玛超市,商家名称候选,2,大语言模型：具体店名
94394,很多酒吧,商家名称候选,3,票数不少于3
94492,大润发,商家名称候选,2,大语言模型：具体店名
94521,上品,商家名称候选,3,票数不少于3
94547,龙之梦,商家名称候选,3,票数不少于3
94653,上海,商家名称候选,5,票数不少于3
94653,中国,商家名称候选,3,票数不少于3
94653,香港,商家名称候选,3,票数不少于3
95187,汇宝,商家名称候选,2,大语言模型：具体店名
95279,还有甜品,商家名称候选,4,票数不少于3
95289,苏宁,平台/线上商家候选,3,票数不少于3
95313,曹庄子,商家名称候选,2,大语言模型：具体店名
95416,傣妹火锅,商家名称候选,2,大语言模型：具体店名
95518,城隍庙,商家名称候选,5,票数不少于3
95568,大润发,商家名称候选,2,大语言模型：具体店名
95634,满记甜品,商家名称候选,3,票数不少于3
95634,华联超市,商家名称候选,2,大语言模型：具体店名
95675,屈臣氏,商家名称候选,3,票数不少于3
95872,丝芙兰,商家名称候选,3,票数不少于3
95905,旋转餐厅,商家名称候选,6,票数不少于3
96067,长城饭店,商家名称候选,2,大语言模型：具体店名
96156,屈臣氏,商家名称候选,3,票数不少于3
96290,淘宝,平台/线上商家候选,4,票数不少于3
96758,易迅网,平台/线上商家候选,14,票数不少于3
96758,易讯,商家名称候选,4,票数不少于3
96758,京东,平台/线上商家候选,3,票数不少于3
96758,易讯上,商家名称候选,3,票数不少于3
97057,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
97156,迪信通,商家名称候选,4,票数不少于3
97198,傣妹,商家名称候选,2,大语言模型：具体店名
97208,淘宝,平台/线上商家候选,6,票数不少于3
97553,玛莎西餐厅,商家名称候选,2,大语言模型：具体店名
97591,喝喝咖啡,商家名称候选,2,大语言模型：具体店名
97813,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
98023,美廉美超市,商家名称候选,2,大语言模型：具体店名
98102,屈臣氏,商家名称候选,2,大语言模型：具体店名
98164,沃尔玛超市,商家名称候选,2,大语言模型：具体店名
98173,苏宁,平台/线上商家候选,5,票数不少于3
98173,永乐,商家名称候选,2,大语言模型：具体店名
98220,新东新,商家名称候选,5,票数不少于3
98335,易买得超市,商家名称候选,2,大语言模型：具体店名
98335,满级甜品,商家名称候选,2,大语言模型：具体店名
98335,满记甜品,商家名称候选,2,大语言模型：具体店名
98460,十九涌,商家名称候选,5,票数不少于3
98465,专柜,商家名称候选,3,票数不少于3
98671,迪信通,商家名称候选,2,大语言模型：具体店名
98805,大脚丫,商家名称候选,2,大语言模型：具体店名
98884,山上,商家名称候选,3,票数不少于3
98987,家乐福,商家名称候选,2,大语言模型：具体店名
100215,周大福,商家名称候选,2,大语言模型：具体店名
100677,淘宝,平台/线上商家候选,6,票数不少于3
100806,淘宝,平台/线上商家候选,6,票数不少于3
100985,巴西烤肉,商家名称候选,2,大语言模型：具体店名
101002,延安饭店,商家名称候选,4,票数不少于3
101092,宜家,商家名称候选,3,票数不少于3
101092,都会,商家名称候选,2,大语言模型：具体店名
101104,宝岛,商家名称候选,3,票数不少于3
101108,翠贝卡,商家名称候选,2,大语言模型：具体店名
101135,十九涌,商家名称候选,3,票数不少于3
101135,市场,商家名称候选,3,票数不少于3
101717,四季坊,商家名称候选,2,大语言模型：具体店名
101862,星光,商家名称候选,2,大语言模型：具体店名
102374,家乐福超市,商家名称候选,3,票数不少于3
102532,欧尚超市,商家名称候选,3,票数不少于3
102536,华冠,商家名称候选,2,大语言模型：具体店名
102692,卓越网,平台/线上商家候选,21,票数不少于3
102692,当当,平台/线上商家候选,3,票数不少于3
102692,卓越亚马逊,商家名称候选,2,大语言模型：平台/线上商家名
103405,优衣库,商家名称候选,3,票数不少于3
103452,苏州,商家名称候选,6,票数不少于3
103452,想去苏州,商家名称候选,3,票数不少于3
103606,天天,商家名称候选,5,票数不少于3
103955,联华超市,商家名称候选,2,大语言模型：具体店名
104023,价格比超市,商家名称候选,3,票数不少于3
104023,天天果园,商家名称候选,2,大语言模型：具体店名
104551,屈臣氏,商家名称候选,5,票数不少于3
104644,扬子饭店,商家名称候选,2,大语言模型：具体店名
104660,吉之岛,商家名称候选,2,大语言模型：具体店名
104986,小小的咖啡,商家名称候选,2,大语言模型：具体店名
105214,实体店,商家名称候选,4,票数不少于3
105302,正大,商家名称候选,2,大语言模型：具体店名
105674,万达,商家名称候选,3,票数不少于3
105674,万达里,商家名称候选,3,票数不少于3
105943,国内,商家名称候选,3,票数不少于3
106044,兰笋山庄,商家名称候选,2,大语言模型：具体店名
106370,家乐福,商家名称候选,4,票数不少于3
106722,11便利店,商家名称候选,3,票数不少于3
106739,光明饭店,商家名称候选,4,票数不少于3
107233,河北饭店,商家名称候选,2,大语言模型：具体店名
107241,只有奶茶,商家名称候选,2,大语言模型：具体店名
107386,现场,商家名称候选,3,票数不少于3
107462,欧尚,商家名称候选,2,大语言模型：具体店名
107921,半岛,商家名称候选,3,票数不少于3
108021,中国黄金,商家名称候选,2,大语言模型：具体店名
108079,家乐福超市,商家名称候选,2,大语言模型：具体店名
108099,沃尔玛超市,商家名称候选,5,票数不少于3
108710,北辰,商家名称候选,3,票数不少于3
108778,华润万家超市,商家名称候选,2,大语言模型：具体店名
109116,蓝色港湾的酒吧,商家名称候选,3,票数不少于3
109199,全家,商家名称候选,4,票数不少于3
109307,11便利店,商家名称候选,2,大语言模型：具体店名
109582,多膳客火锅,商家名称候选,4,票数不少于3
109957,山姆,商家名称候选,2,大语言模型：具体店名
109964,2楼的谷乐滋,商家名称候选,2,大语言模型：具体店名
110280,都恩客,商家名称候选,2,大语言模型：具体店名
110550,爱婴室,商家名称候选,2,大语言模型：具体店名
110875,全家,商家名称候选,5,票数不少于3
110976,大货栈,商家名称候选,2,大语言模型：具体店名
111501,嘉茂,商家名称候选,4,票数不少于3
111588,自助火锅,商家名称候选,5,票数不少于3
111634,乐购,商家名称候选,2,大语言模型：具体店名
111985,太平洋咖啡,商家名称候选,2,大语言模型：具体店名
112097,龙之梦,商家名称候选,2,大语言模型：具体店名
112366,大悦城,商家名称候选,3,票数不少于3
112366,外婆家,商家名称候选,2,大语言模型：具体店名
112459,广州酒家,商家名称候选,3,票数不少于3
112665,母婴之家,商家名称候选,3,票数不少于3
113297,上海,商家名称候选,3,票数不少于3
114130,油切奶茶,商家名称候选,3,票数不少于3
115429,永辉超市,商家名称候选,2,大语言模型：具体店名
115766,旋转餐厅,商家名称候选,2,大语言模型：具体店名
115833,国际饭店,商家名称候选,18,票数不少于3
115993,浦江饭店,商家名称候选,9,票数不少于3
115993,浦江饭店是上海的老饭店,商家名称候选,3,票数不少于3
116021,沧浪亭,商家名称候选,2,大语言模型：具体店名
116027,新加坡,商家名称候选,3,票数不少于3
116244,武汉,商家名称候选,3,票数不少于3
119185,新旺,商家名称候选,2,大语言模型：具体店名
119457,秦妈火锅,商家名称候选,2,大语言模型：具体店名
121225,一楼太阳阁西餐厅,商家名称候选,2,大语言模型：具体店名
122572,翡冷翠,商家名称候选,3,票数不少于3
122699,天河城百货,商家名称候选,2,大语言模型：具体店名
122700,屈臣氏,商家名称候选,5,票数不少于3
122701,百佳,商家名称候选,6,票数不少于3
122701,百佳超市,商家名称候选,2,大语言模型：具体店名
122702,好又多,商家名称候选,3,票数不少于3
122703,宜家,商家名称候选,3,票数不少于3
122711,购书中心,商家名称候选,2,大语言模型：具体店名
122736,欧尚超市,商家名称候选,5,票数不少于3
122736,欧尚,商家名称候选,3,票数不少于3
122740,银时代,商家名称候选,2,大语言模型：具体店名
122741,银泰,商家名称候选,4,票数不少于3
122797,天虹,商家名称候选,2,大语言模型：具体店名
122801,家乐福,商家名称候选,2,大语言模型：具体店名
122805,香港,商家名称候选,6,票数不少于3
122826,百盛,商家名称候选,3,票数不少于3
122839,华东装饰城,商家名称候选,2,大语言模型：具体店名
122840,新华书店,商家名称候选,6,票数不少于3
122841,友通,商家名称候选,3,票数不少于3
122866,通灵,商家名称候选,4,票数不少于3
122887,京客隆超市,商家名称候选,2,大语言模型：具体店名
122889,物美超市,商家名称候选,2,大语言模型：具体店名
122893,屈臣氏,商家名称候选,4,票数不少于3
122904,集美,商家名称候选,2,大语言模型：具体店名
122922,西单,商家名称候选,4,票数不少于3
122943,农家院,商家名称候选,2,大语言模型：具体店名
122970,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
122977,王府井,商家名称候选,3,票数不少于3
122998,和平饭店,商家名称候选,3,票数不少于3
123011,新天地,商家名称候选,3,票数不少于3
123063,欧尚超市,商家名称候选,6,票数不少于3
123063,欧尚,商家名称候选,4,票数不少于3
123066,乐购,商家名称候选,2,大语言模型：具体店名
123068,家乐福,商家名称候选,2,大语言模型：具体店名
123069,家乐福,商家名称候选,4,票数不少于3
123074,周生生,商家名称候选,4,票数不少于3
123078,香港,商家名称候选,4,票数不少于3
123078,国内,商家名称候选,3,票数不少于3
123086,好又多超市,商家名称候选,3,票数不少于3
123086,好又多,商家名称候选,2,大语言模型：具体店名
123093,城市超市,商家名称候选,7,票数不少于3
123109,国内,商家名称候选,3,票数不少于3
123120,西郊百联,商家名称候选,2,大语言模型：具体店名
123123,丝芙兰,商家名称候选,5,票数不少于3
123123,专柜,商家名称候选,4,票数不少于3
123148,百老汇,商家名称候选,2,大语言模型：具体店名
123168,辛巴克,商家名称候选,2,大语言模型：具体店名
123182,百安居,商家名称候选,2,大语言模型：具体店名
123185,最后的甜品,商家名称候选,2,大语言模型：具体店名
123378,龙之梦,商家名称候选,4,票数不少于3
123378,家乐福,商家名称候选,3,票数不少于3
123385,屈臣氏,商家名称候选,2,大语言模型：具体店名
123420,超市发,商家名称候选,3,票数不少于3
123764,珍珠奶茶,商家名称候选,5,票数不少于3
124075,苏宁,平台/线上商家候选,6,票数不少于3
124297,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
124608,五角场,商家名称候选,4,票数不少于3
124608,沃尔玛超市,商家名称候选,2,大语言模型：具体店名
124615,苏宁,平台/线上商家候选,7,票数不少于3
124615,永乐,商家名称候选,2,大语言模型：具体店名
124685,远东,商家名称候选,4,票数不少于3
124717,东方书报亭,商家名称候选,3,票数不少于3
124760,平价药店,商家名称候选,2,大语言模型：具体店名
124839,宝山,商家名称候选,3,票数不少于3
124839,黄金广场,商家名称候选,3,票数不少于3
124865,港式茶餐厅,商家名称候选,2,大语言模型：具体店名
124878,火车站,商家名称候选,5,票数不少于3
124878,代售点,商家名称候选,4,票数不少于3
124878,火车票代售点,商家名称候选,2,大语言模型：具体店名
124943,哪里,商家名称候选,3,票数不少于3
124966,热风,商家名称候选,4,票数不少于3
125366,家乐福,商家名称候选,3,票数不少于3
125372,好又多,商家名称候选,4,票数不少于3
125372,迷你火锅,商家名称候选,2,大语言模型：具体店名
125641,宏村,商家名称候选,3,票数不少于3
125664,伊势丹,商家名称候选,3,票数不少于3
126471,宝大祥,商家名称候选,2,大语言模型：具体店名
126883,福泰,商家名称候选,2,大语言模型：具体店名
126886,中友,商家名称候选,2,大语言模型：具体店名
127088,免税店,商家名称候选,3,票数不少于3
127137,周大福,商家名称候选,5,票数不少于3
127137,香港,商家名称候选,5,票数不少于3
127149,香港,商家名称候选,4,票数不少于3
127160,法宝超市,商家名称候选,3,票数不少于3
127162,凯宾斯基饭店,商家名称候选,2,大语言模型：具体店名
127178,淘宝,平台/线上商家候选,4,票数不少于3
127417,华忆百货,商家名称候选,3,票数不少于3
127417,华忆,商家名称候选,2,大语言模型：具体店名
127476,金陵大饭店,商家名称候选,2,大语言模型：具体店名
127766,金源,商家名称候选,4,票数不少于3
127777,淘宝,平台/线上商家候选,3,票数不少于3
127894,越南奶茶,商家名称候选,2,大语言模型：具体店名
127912,好宜,商家名称候选,2,大语言模型：具体店名
127912,眼镜超市,商家名称候选,2,大语言模型：具体店名
127994,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
128029,不过超市,商家名称候选,2,大语言模型：具体店名
128029,乐购,商家名称候选,2,大语言模型：具体店名
128384,热风,商家名称候选,2,大语言模型：具体店名
128507,周大福,商家名称候选,5,票数不少于3
128695,家乐福,商家名称候选,2,大语言模型：具体店名
128873,百佳超市,商家名称候选,2,大语言模型：具体店名
129056,国际饭店,商家名称候选,2,大语言模型：具体店名
129056,旋转餐厅,商家名称候选,2,大语言模型：具体店名
129269,万达,商家名称候选,4,票数不少于3
129362,北京饭店,商家名称候选,20,票数不少于3
129527,浦江饭店,商家名称候选,8,票数不少于3
129758,麦当劳,商家名称候选,2,大语言模型：具体店名
130543,和合谷,商家名称候选,2,大语言模型：具体店名
130566,海鲜城,商家名称候选,2,大语言模型：具体店名
130603,易买得超市,商家名称候选,3,票数不少于3
130603,有易,商家名称候选,3,票数不少于3
130603,毛家饭店,商家名称候选,2,大语言模型：具体店名
130656,德宝饭店,商家名称候选,2,大语言模型：具体店名
130950,傣妹火锅,商家名称候选,3,票数不少于3
131321,全家,商家名称候选,11,票数不少于3
131321,广州的全家便利店,商家名称候选,2,大语言模型：具体店名
131672,后海的酒吧,商家名称候选,3,票数不少于3
132243,星游城,商家名称候选,2,大语言模型：具体店名
132408,新旺茶餐厅,商家名称候选,4,票数不少于3
132408,新旺,商家名称候选,3,票数不少于3
132803,中关村,商家名称候选,3,票数不少于3
132803,科贸,商家名称候选,2,大语言模型：具体店名
133253,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
133258,俄罗斯餐厅,商家名称候选,3,票数不少于3
133368,昆仑饭店,商家名称候选,7,票数不少于3
133368,老牌饭店,商家名称候选,2,大语言模型：具体店名
133384,喝喝咖啡,商家名称候选,2,大语言模型：具体店名
133628,11便利店,商家名称候选,4,票数不少于3
133888,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
134152,双拼奶茶,商家名称候选,7,票数不少于3
134152,布丁奶茶,商家名称候选,7,票数不少于3
134152,珍珠奶茶,商家名称候选,4,票数不少于3
134152,COCO奶茶,商家名称候选,2,大语言模型：具体店名
134152,COCO的奶茶,商家名称候选,2,大语言模型：具体店名
134200,啵拿咖啡,商家名称候选,2,大语言模型：具体店名
134394,香港老饭店,商家名称候选,2,大语言模型：具体店名
134506,上海,商家名称候选,5,票数不少于3
134506,日本,商家名称候选,4,票数不少于3
134506,福士,商家名称候选,2,大语言模型：具体店名
134843,嘉茂,商家名称候选,3,票数不少于3
134994,罗宾森,商家名称候选,2,大语言模型：具体店名
135248,京东,平台/线上商家候选,3,票数不少于3
135377,龙之梦,商家名称候选,2,大语言模型：具体店名
135629,调频壹,商家名称候选,2,大语言模型：具体店名
135693,打算,商家名称候选,3,票数不少于3
135693,百脑汇,商家名称候选,2,大语言模型：具体店名
135760,迪美,商家名称候选,2,大语言模型：具体店名
135820,建国饭店,商家名称候选,5,票数不少于3
135881,都会,商家名称候选,2,大语言模型：具体店名
135991,北海道奶茶,商家名称候选,9,票数不少于3
136528,乐蜂网,商家名称候选,2,大语言模型：平台/线上商家名
136528,乐蜂网上,商家名称候选,2,大语言模型：平台/线上商家名
136528,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
136547,后海酒吧,商家名称候选,2,大语言模型：具体店名
136596,山姆,商家名称候选,3,票数不少于3
137049,卓越网,平台/线上商家候选,13,票数不少于3
137049,亚马逊,商家名称候选,2,大语言模型：平台/线上商家名
137371,红辣椒,商家名称候选,3,票数不少于3
137496,家乐福,商家名称候选,3,票数不少于3
137578,万达,商家名称候选,2,大语言模型：具体店名
137802,大悦城,商家名称候选,2,大语言模型：具体店名
138881,华堂超市,商家名称候选,2,大语言模型：具体店名
138916,宜家,商家名称候选,4,票数不少于3
138916,宜家餐厅,商家名称候选,2,大语言模型：具体店名
139271,乐淘,商家名称候选,2,大语言模型：具体店名
139271,乐淘网上,商家名称候选,2,大语言模型：平台/线上商家名
139357,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
139865,圣摩珂咖啡,商家名称候选,2,大语言模型：具体店名
140476,港式奶茶,商家名称候选,3,票数不少于3
141170,BLT超市,商家名称候选,2,大语言模型：具体店名
141355,11便利店,商家名称候选,3,票数不少于3
141795,京东,平台/线上商家候选,8,票数不少于3
143104,古北家乐福,商家名称候选,2,大语言模型：具体店名
143229,乐宾,商家名称候选,3,票数不少于3
144425,正大,商家名称候选,2,大语言模型：具体店名
144542,大拇指广场,商家名称候选,3,票数不少于3
144781,建银饭店,商家名称候选,2,大语言模型：具体店名
145920,无限度,商家名称候选,6,票数不少于3
147966,招牌奶茶,商家名称候选,5,票数不少于3
147966,街客,商家名称候选,2,大语言模型：具体店名
148214,天都火锅,商家名称候选,4,票数不少于3
148214,一楼,商家名称候选,3,票数不少于3
149099,和平饭店,商家名称候选,5,票数不少于3
149172,鸿运,商家名称候选,3,票数不少于3
151405,平和堂,商家名称候选,2,大语言模型：具体店名
151413,家乐福,商家名称候选,3,票数不少于3
151413,家乐福超市,商家名称候选,2,大语言模型：具体店名
151414,百佳超市,商家名称候选,6,票数不少于3
151415,好又多,商家名称候选,2,大语言模型：具体店名
151424,苏宁,平台/线上商家候选,8,票数不少于3
151424,国美,商家名称候选,2,大语言模型：具体店名
151424,苏宁购,商家名称候选,2,大语言模型：平台/线上商家名
151458,衣之家,商家名称候选,2,大语言模型：具体店名
151493,麦德龙,商家名称候选,3,票数不少于3
151494,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
151522,牛厨,商家名称候选,2,大语言模型：具体店名
151531,中英街,商家名称候选,4,票数不少于3
151536,家乐福,商家名称候选,2,大语言模型：具体店名
151551,家门口的超市,商家名称候选,3,票数不少于3
151552,乐购,商家名称候选,2,大语言模型：具体店名
151593,华普超市,商家名称候选,4,票数不少于3
151595,离家最近的超市,商家名称候选,4,票数不少于3
151597,美廉美超市,商家名称候选,2,大语言模型：具体店名
151600,中关村,商家名称候选,4,票数不少于3
151600,鼎好,商家名称候选,3,票数不少于3
151606,国美,商家名称候选,2,大语言模型：具体店名
151626,北辰超市,商家名称候选,2,大语言模型：具体店名
151630,华堂超市,商家名称候选,2,大语言模型：具体店名
151631,蓝岛,商家名称候选,2,大语言模型：具体店名
151635,中友,商家名称候选,2,大语言模型：具体店名
151640,此居,商家名称候选,2,大语言模型：具体店名
151728,朱家角,商家名称候选,2,大语言模型：具体店名
151757,旧上海的咖啡,商家名称候选,3,票数不少于3
151813,热风,商家名称候选,2,大语言模型：具体店名
151814,香港,商家名称候选,8,票数不少于3
151815,上海,商家名称候选,3,票数不少于3
151817,农工商,商家名称候选,2,大语言模型：具体店名
151821,家乐福超市,商家名称候选,3,票数不少于3
151834,沃尔玛,商家名称候选,4,票数不少于3
151836,月星,商家名称候选,3,票数不少于3
151837,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
151843,好德,商家名称候选,6,票数不少于3
151851,帮宝宝,商家名称候选,2,大语言模型：具体店名
151852,还有超市,商家名称候选,4,票数不少于3
151852,百联西郊,商家名称候选,3,票数不少于3
151853,百安居,商家名称候选,2,大语言模型：具体店名
151870,日本,商家名称候选,3,票数不少于3
151873,永辉超市,商家名称候选,2,大语言模型：具体店名
151881,首航超市,商家名称候选,4,票数不少于3
151902,热风,商家名称候选,3,票数不少于3
151940,永乐,商家名称候选,4,票数不少于3
151984,新亚,商家名称候选,4,票数不少于3
152006,丝芙兰,商家名称候选,2,大语言模型：具体店名
152164,翠宫饭店,商家名称候选,2,大语言模型：具体店名
152168,方庄,商家名称候选,3,票数不少于3
152184,大洋,商家名称候选,2,大语言模型：具体店名
152278,老川鲁,商家名称候选,2,大语言模型：具体店名
152280,百盛,商家名称候选,2,大语言模型：具体店名
152338,世纪金源大饭店,商家名称候选,2,大语言模型：具体店名
152429,母婴之家,商家名称候选,4,票数不少于3
152447,家乐福,商家名称候选,3,票数不少于3
152780,迪卡侬,商家名称候选,3,票数不少于3
153119,屈臣氏,商家名称候选,2,大语言模型：具体店名
153130,山上,商家名称候选,4,票数不少于3
153479,盘古烤肉,商家名称候选,2,大语言模型：具体店名
153568,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
153626,巴西烤肉,商家名称候选,6,票数不少于3
153835,商务中心,商家名称候选,6,票数不少于3
153921,家乐福超市,商家名称候选,2,大语言模型：具体店名
153987,药店,商家名称候选,3,票数不少于3
154001,李公堤,商家名称候选,2,大语言模型：具体店名
154159,华臣,商家名称候选,2,大语言模型：具体店名
154303,大石家私城,商家名称候选,2,大语言模型：具体店名
154329,家乐福,商家名称候选,5,票数不少于3
154329,稻香,商家名称候选,2,大语言模型：具体店名
154475,老街,商家名称候选,2,大语言模型：具体店名
154731,梅家坞,商家名称候选,2,大语言模型：具体店名
154773,新錦江,商家名称候选,2,大语言模型：具体店名
154773,旋转餐厅,商家名称候选,2,大语言模型：具体店名
154829,乐购,商家名称候选,2,大语言模型：具体店名
154911,物美超市,商家名称候选,3,票数不少于3
154911,不过超市,商家名称候选,2,大语言模型：具体店名
154911,家乐福,商家名称候选,2,大语言模型：具体店名
155143,山上,商家名称候选,4,票数不少于3
155220,沃尔玛,商家名称候选,2,大语言模型：具体店名
155330,巴黎春天,商家名称候选,2,大语言模型：具体店名
155330,盘古烤肉,商家名称候选,2,大语言模型：具体店名
155516,的时候,商家名称候选,3,票数不少于3
155926,龙之梦,商家名称候选,2,大语言模型：具体店名
156009,日本,商家名称候选,3,票数不少于3
156172,海叙厅及大堂茵欣咖啡,商家名称候选,2,大语言模型：具体店名
156253,诺基亚专卖店,商家名称候选,2,大语言模型：具体店名
156335,湖滨饭店,商家名称候选,3,票数不少于3
156455,女人街,商家名称候选,2,大语言模型：具体店名
156472,物美超市,商家名称候选,2,大语言模型：具体店名
156508,喝喝咖啡,商家名称候选,2,大语言模型：具体店名
156512,吉之岛超市,商家名称候选,3,票数不少于3
156512,吉之岛,商家名称候选,2,大语言模型：具体店名
156538,农工商超市,商家名称候选,4,票数不少于3
156619,家乐福超市,商家名称候选,2,大语言模型：具体店名
156629,银泰,商家名称候选,2,大语言模型：具体店名
156876,正大,商家名称候选,2,大语言模型：具体店名
156901,家乐福,商家名称候选,2,大语言模型：具体店名
157160,莎莎,商家名称候选,2,大语言模型：具体店名
157540,大宁,商家名称候选,2,大语言模型：具体店名
157568,苏宁,平台/线上商家候选,4,票数不少于3
157764,北京饭店,商家名称候选,2,大语言模型：具体店名
157780,广州酒家,商家名称候选,4,票数不少于3
157780,上下九,商家名称候选,2,大语言模型：具体店名
157782,价格比超市,商家名称候选,3,票数不少于3
157977,友通,商家名称候选,2,大语言模型：具体店名
158016,上海的墓地即现在的霍山公园,商家名称候选,3,票数不少于3
158060,中国大饭店,商家名称候选,6,票数不少于3
158125,避风塘奶茶,商家名称候选,2,大语言模型：具体店名
158291,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
158618,卓越网,平台/线上商家候选,3,票数不少于3
158618,京东,平台/线上商家候选,2,大语言模型：平台/线上商家名
158618,麦当劳,商家名称候选,2,大语言模型：具体店名
159151,卓悦,商家名称候选,2,大语言模型：具体店名
159198,新城饭店,商家名称候选,2,大语言模型：具体店名
159201,九星,商家名称候选,7,票数不少于3
160047,百思,商家名称候选,2,大语言模型：具体店名
160165,家乐福,商家名称候选,2,大语言模型：具体店名
160970,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
161524,正大广场,商家名称候选,2,大语言模型：具体店名
161795,国大药房,商家名称候选,3,票数不少于3
162313,永辉超市,商家名称候选,5,票数不少于3
162678,京东,平台/线上商家候选,2,大语言模型：平台/线上商家名
162774,江湖烤肉,商家名称候选,3,票数不少于3
162774,纸上烤肉,商家名称候选,2,大语言模型：具体店名
163025,乐购,商家名称候选,5,票数不少于3
163234,龙之梦,商家名称候选,2,大语言模型：具体店名
